,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,Viscosity Value (Pa * s),Viscosity Uncertainty (Pa * s),Source
1,302091ff8083438a8bace12cef38bfd2,298.15,101.325,Liquid,1,CCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.1328,0.01345,10.1021/acs.jced.7b00281
2,e3ffa2ca1419409997f37621beb49bf0,303.15,101.325,Liquid,1,CCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0847,0.00855,10.1021/acs.jced.7b00281
11,f56e52fec70e4c13bc28156433116bca,298.15,101.325,Liquid,1,COCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.1226,0.0124,10.1021/acs.jced.7b00281
12,d1fd1895c5af4c7ca60ba4ccb1f985b5,303.15,101.325,Liquid,1,COCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.1035,0.01045,10.1021/acs.jced.7b00281
5,f823eb62849247e9a08b3060dd16047a,303.15,101.0,Liquid,1,NCCNCCO,Solvent,1.0,,,,,,,,,,0.07164,0.000805,10.1021/acs.jced.7b00321
13,0ab6f8c2d3d1428f94ef2aef53f72c6d,303.15,101.0,Liquid,1,NCCCO,Solvent,1.0,,,,,,,,,,0.02403,0.00026,10.1021/acs.jced.7b00321
21,4157901d40444870b937d41eb2bcaaf1,303.15,101.0,Liquid,1,NCCNCCN,Solvent,1.0,,,,,,,,,,0.00479,5e-05,10.1021/acs.jced.7b00321
29,ebbccf5c89b74ff4bc84ebce5ca5e6cb,303.15,101.0,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.00097,1e-05,10.1021/acs.jced.7b00321
4,9b65a78e4fb34c0eb5bd123149b41a12,303.15,101.3,Liquid,1,CC(=O)C1CC1,Solvent,1.0,,,,,,,,,,0.0005572,5.9e-06,10.1021/acs.jced.7b00344
12,cee3e336647a4befb9e12435d838a037,303.15,101.3,Liquid,1,CC(=O)CCCCl,Solvent,1.0,,,,,,,,,,0.0015819,1.67e-05,10.1021/acs.jced.7b00344
65,9d46db4d4c3b40f3ba74ac1a91677999,303.15,101.3,Liquid,1,CC(=O)CCCCl,Solvent,1.0,,,,,,,,,,0.0015819,1.67e-05,10.1021/acs.jced.7b00344
0,e8aee49168f747b18bc7c436a2fe557f,298.15,101.0,Liquid,1,Cc1ccccc1,Solvent,1.0,,,,,,,,,,0.000554,2.01e-05,10.1021/acs.jced.7b00505
2,e593a1c53c3645ddb0de625a4b3ae279,298.15,101.7,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.0008958,2.03e-05,10.1021/acs.jced.7b00505
4,9c6180b8be48436c95f0eeb3c432f12d,298.15,101.7,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.0008958,2.03e-05,10.1021/acs.jced.7b00505
30,6a66c70b22d34d93a10c59909ead3300,298.15,101.7,Liquid,1,Cc1ccccc1,Solvent,1.0,,,,,,,,,,0.000554,2.01e-05,10.1021/acs.jced.7b00505
5,e816c7bd312a4dbeabc40c3c288529f6,298.15,101.3,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.00089,1.25e-05,10.1021/acs.jced.7b00520
233,e5400e9a15e04fcdb4251b7cbbf92692,298.15,101.3,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.00089,1.25e-05,10.1021/acs.jced.7b00520
430,fe4366eeddf348799985d683af6ddce3,298.15,101.0,Liquid,1,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.078002,0.0006125,10.1021/acs.jced.7b00618
431,b103d8f6d5f54e9b8dee290fc696263c,303.152,101.0,Liquid,1,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.062135,0.000462,10.1021/acs.jced.7b00618
1,264eacbba4e1449896d074b1b45ae906,298.2,101.325,Liquid,1,C=C(C)[C@H]1CC=C(C)CC1,Solvent,1.0,,,,,,,,,,0.000972,5.85e-05,10.1021/acs.jced.7b00944
3,f438d5d3c2c743b18647fa8af56ddf59,298.2,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.00104,6.25e-05,10.1021/acs.jced.7b00944
5,1c84dc8b60634d44ac8033d687f97374,298.2,101.325,Liquid,1,OCC(O)CO,Solvent,1.0,,,,,,,,,,0.8736,0.06775,10.1021/acs.jced.7b00944
0,ee44095e76604fe7875edefa07d9e9d2,303.15,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000513,8.5e-06,10.1021/acs.jced.7b00971
5,c2d1287e15ab41c38b850433319fab63,303.15,101.0,Liquid,1,Cc1ccccc1C,Solvent,1.0,,,,,,,,,,0.00071,9e-06,10.1021/acs.jced.7b00971
10,ec24eb7ff9054dd3ae20ef2a1eade0ad,303.15,101.0,Liquid,1,Cc1cccc(C)c1,Solvent,1.0,,,,,,,,,,0.000554,8.5e-06,10.1021/acs.jced.7b00971
15,1efffc5aa45c40ccb3a8d5d8fa7dcdd8,303.15,101.0,Liquid,1,Cc1ccc(C)cc1,Solvent,1.0,,,,,,,,,,0.000574,8.5e-06,10.1021/acs.jced.7b00971
20,4276122e2a7142668abece69c7c51b03,303.15,101.0,Liquid,1,Cc1ccccc1C,Solvent,1.0,,,,,,,,,,0.00071,9e-06,10.1021/acs.jced.7b00971
30,c8bb213339fd43d68e20ed85f86655d5,303.15,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000513,8.5e-06,10.1021/acs.jced.7b00971
75,3959b3b5499a4da9b9e00ac1fb45a5f4,303.15,101.0,Liquid,1,Cc1cccc(C)c1,Solvent,1.0,,,,,,,,,,0.000554,8.5e-06,10.1021/acs.jced.7b00971
85,807dfde90e1f4c53a6e9370d6780829d,303.15,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000513,8.5e-06,10.1021/acs.jced.7b00971
130,18fa58ab4b764126b5e999cf3cc08d91,303.15,101.0,Liquid,1,Cc1ccc(C)cc1,Solvent,1.0,,,,,,,,,,0.000574,8.5e-06,10.1021/acs.jced.7b00971
140,5790a5aa1162413e9addae1eb8e27c06,303.15,101.0,Liquid,1,CO,Solvent,1.0,,,,,,,,,,0.000513,8.5e-06,10.1021/acs.jced.7b00971
5,862c42fba63c4118beda79570c94d177,303.15,101.325,Liquid,1,C1CCCCC1,Solvent,1.0,,,,,,,,,,0.0008235,4.05e-06,10.1021/acs.jced.7b01003
15,8a83a377b971472786015bccc8983b79,303.15,101.325,Liquid,1,Cc1ccccc1,Solvent,1.0,,,,,,,,,,0.000526,3.3e-06,10.1021/acs.jced.7b01003
25,e7cdb5cc0fc04e59814d888805e64bf2,303.15,101.325,Liquid,1,Cc1ccccc1C,Solvent,1.0,,,,,,,,,,0.0007078,3.75e-06,10.1021/acs.jced.7b01003
35,6eeac934241448bea649e33624005ac1,303.15,101.325,Liquid,1,Cc1cc(C)cc(C)c1,Solvent,1.0,,,,,,,,,,0.0006249,3.5e-06,10.1021/acs.jced.7b01003
1,108db302ffab4b3b91602cf167e1af19,298.2,101.325,Liquid,1,C=C(C)[C@H]1CC=C(C)CC1,Solvent,1.0,,,,,,,,,,0.000916,1e-05,10.1021/acs.jced.8b00086
3,9c9e81339b134f73add4af6d27bc6245,298.2,101.325,Liquid,1,CC1=CCC(C(C)C)=CC1,Solvent,1.0,,,,,,,,,,0.000852,1.05e-05,10.1021/acs.jced.8b00086
5,e41adba1bad14f8fbe231f2baeb944f1,298.2,101.325,Liquid,1,C=C1CC[C@H]2C[C@@H]1C2(C)C,Solvent,1.0,,,,,,,,,,0.001531,1.65e-05,10.1021/acs.jced.8b00086
7,2ce2d728345c4b95b0b884e20d9d65ee,298.2,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,0.001056,1.15e-05,10.1021/acs.jced.8b00086
9,bf160d496faa49948f2ea9de989a965c,298.2,101.325,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.000873,9.5e-06,10.1021/acs.jced.8b00086
11,34f31d40044c4be291cf38ea169fa46c,298.2,101.325,Liquid,1,CCCCCCCC=O,Solvent,1.0,,,,,,,,,,0.002757,4.55e-05,10.1021/acs.jced.8b00086
13,36e7dc6193554bddbf88e4c5c59bf986,298.2,101.325,Liquid,1,CCCCCCCCO,Solvent,1.0,,,,,,,,,,0.007642,8.9e-05,10.1021/acs.jced.8b00086
15,22fd1c9abaef4f6aa6ebdf20abbef82d,298.2,101.325,Liquid,1,Cc1ccc(C(C)C)cc1,Solvent,1.0,,,,,,,,,,0.000777,1e-05,10.1021/acs.jced.8b00086
17,020e54574a6544f5b9bb9ff834da0d96,298.2,101.325,Liquid,1,CC1=CC[C@H]2C[C@@H]1C2(C)C,Solvent,1.0,,,,,,,,,,0.001284,1.4e-05,10.1021/acs.jced.8b00086
19,665b3e30b5c741ff991237e7b296e2b6,298.2,101.325,Liquid,1,CC(C)=CCC/C(C)=C/CO,Solvent,1.0,,,,,,,,,,0.00669,9.05e-05,10.1021/acs.jced.8b00086
21,d6b527ad35c54e3f8c6b56df3ec6fe76,298.2,101.325,Liquid,1,CCCCCCCCCC=O,Solvent,1.0,,,,,,,,,,0.003039,5.05e-05,10.1021/acs.jced.8b00086
18,0406154d75d8486cbbfe78662867f641,298.15,101.325,Liquid,1,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.04,0.004,10.1021/acs.jced.8b00334
19,2c16e4c5faec408387642e867a7c5f14,303.15,101.325,Liquid,1,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0333,0.00335,10.1021/acs.jced.8b00334
48,cce0a771fdf34e8da0ec2e9c1de77501,298.15,101.325,Liquid,1,CCCC[n+]1ccccc1.F[B-](F)(F)F,Solvent,1.0,,,,,,,,,,0.163,0.0165,10.1021/acs.jced.8b00334
49,b8bb2716988a4d7e97ac1cc201257eb5,303.15,101.325,Liquid,1,CCCC[n+]1ccccc1.F[B-](F)(F)F,Solvent,1.0,,,,,,,,,,0.121,0.012,10.1021/acs.jced.8b00334
78,2ea3ce3d44614ca1821aeb56d03e2b13,298.15,101.325,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.147,0.015,10.1021/acs.jced.8b00334
79,39e2cd9baa8142aea242c4ea7cf94a15,303.15,101.325,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.112,0.011,10.1021/acs.jced.8b00334
108,583fa3871f74487f843b9388bff755f1,298.15,101.325,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0512,0.00515,10.1021/acs.jced.8b00334
109,9922730a134444988b232366b3810847,303.15,101.325,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0433,0.00435,10.1021/acs.jced.8b00334
138,fc80bfcbc4dd434c86d3dc86f51859a7,298.15,101.325,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.086,0.0086,10.1021/acs.jced.8b00334
139,62cc2673caeb451c9c701dc51a001760,303.15,101.325,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0702,0.00705,10.1021/acs.jced.8b00334
161,fccd6b90337b4c88b5dd35989373973b,303.15,101.325,Liquid,1,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,Solvent,1.0,,,,,,,,,,1.732,0.1775,10.1021/acs.jced.8b00334
190,cbd48e11854c4e2ba4cb1336f71452c1,298.15,101.325,Liquid,1,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.169,0.017,10.1021/acs.jced.8b00334
191,a589ac49d4fc4f2ca0130600f9fa4089,303.15,101.325,Liquid,1,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.126,0.0125,10.1021/acs.jced.8b00334
220,78be1a5e37e94c4ba8f246089ecbcc1b,298.15,101.325,Liquid,1,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0875,0.00875,10.1021/acs.jced.8b00334
221,607f63602cb94646a94ffeeaa11e339a,303.15,101.325,Liquid,1,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0688,0.0069,10.1021/acs.jced.8b00334
250,5700c1c9216c421da65a77b46eb735c3,298.15,101.325,Liquid,1,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0794,0.00795,10.1021/acs.jced.8b00334
251,919b54a037774884a7ae5b60533f8d16,303.15,101.325,Liquid,1,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0632,0.00635,10.1021/acs.jced.8b00334
280,f884f6c66a974a1ebbb34f867d69e018,298.15,101.325,Liquid,1,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0612,0.00615,10.1021/acs.jced.8b00334
281,3cd7c732bdaf4beb8415e345f7d83448,303.15,101.325,Liquid,1,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0498,0.005,10.1021/acs.jced.8b00334
385,fae83f6617034c9cbd20359db4efe45a,298.15,101.3,Liquid,1,CCCC[n+]1ccccc1.F[B-](F)(F)F,Solvent,1.0,,,,,,,,,,0.163,0.0165,10.1021/acs.jced.8b00334
386,747e2465b99b45a095bea8369ccd8b19,303.15,101.3,Liquid,1,CCCC[n+]1ccccc1.F[B-](F)(F)F,Solvent,1.0,,,,,,,,,,0.121,0.012,10.1021/acs.jced.8b00334
460,81c49acaf64044baba537f71d138798b,298.15,101.3,Liquid,1,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.04,0.004,10.1021/acs.jced.8b00334
461,072b73b39225440592c4f8df477ec394,303.15,101.3,Liquid,1,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0333,0.00335,10.1021/acs.jced.8b00334
565,c31a797a05e54c7cafa0b3f2c4cdc234,298.15,101.3,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0512,0.00515,10.1021/acs.jced.8b00334
566,f5d7957c593c4300adf4938befe02668,303.15,101.3,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0433,0.00435,10.1021/acs.jced.8b00334
640,4b4ccafcde054e2a908c0e7dba453722,298.15,101.3,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.147,0.015,10.1021/acs.jced.8b00334
641,d10037d3928f4c86a380e9641f4c66b8,303.15,101.3,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.112,0.011,10.1021/acs.jced.8b00334
733,85bca0940246406185176b785ba38550,303.15,101.3,Liquid,1,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,Solvent,1.0,,,,,,,,,,1.732,0.1775,10.1021/acs.jced.8b00334
802,1745996a3de94abd868a2d1b44893738,298.15,101.3,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.086,0.0086,10.1021/acs.jced.8b00334
803,3fcbaaf1d5a14ae6ac6f2831c5020d02,303.15,101.3,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0702,0.00705,10.1021/acs.jced.8b00334
907,c30c5316091044578c9a03337691fd82,298.15,101.3,Liquid,1,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0875,0.00875,10.1021/acs.jced.8b00334
908,42f0a3d3e49f4b6b87180e29a40b914e,303.15,101.3,Liquid,1,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0688,0.0069,10.1021/acs.jced.8b00334
982,53687ee506b44f71b1503a9487ddd967,298.15,101.3,Liquid,1,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.169,0.017,10.1021/acs.jced.8b00334
983,6d6e517fda844bb683331f7a65edd77d,303.15,101.3,Liquid,1,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.126,0.0125,10.1021/acs.jced.8b00334
1087,4a1e7b05a2f846f8a11556dbbb2e2cbb,298.15,101.3,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.147,0.015,10.1021/acs.jced.8b00334
1088,1f8b94ed5d184ee2a7751e649235ba03,303.15,101.3,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.112,0.011,10.1021/acs.jced.8b00334
1162,05e7b4441f704c808a3b8199f628a8c1,298.15,101.3,Liquid,1,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0794,0.00795,10.1021/acs.jced.8b00334
1163,d89233a5e1364e8ea8b22e421581aeb4,303.15,101.3,Liquid,1,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0632,0.00635,10.1021/acs.jced.8b00334
1267,054a7a83eb654ef3b46ebeee48cbef8a,298.15,101.3,Liquid,1,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0612,0.00615,10.1021/acs.jced.8b00334
1268,81e2e19e98224c9cb3c9dd500ebbdec3,303.15,101.3,Liquid,1,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0498,0.005,10.1021/acs.jced.8b00334
1342,770f0485c62f4292927cd1bc988b4fb2,298.15,101.3,Liquid,1,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0794,0.00795,10.1021/acs.jced.8b00334
1343,d8eb8efa7e4f41b9b31422d4c8b140c8,303.15,101.3,Liquid,1,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.0632,0.00635,10.1021/acs.jced.8b00334
1447,4303ec9f35cc4716aee0477825047bab,298.15,101.3,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.086,0.0086,10.1021/acs.jced.8b00334
1448,043b4309d2c748dcaa978feddccb0b6e,303.15,101.3,Liquid,1,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0702,0.00705,10.1021/acs.jced.8b00334
1522,81f976c081164ee79db7e238c30cc21a,298.15,101.3,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0512,0.00515,10.1021/acs.jced.8b00334
1523,796f065f6f7d48fab0fc9d58658b5046,303.15,101.3,Liquid,1,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,Solvent,1.0,,,,,,,,,,0.0433,0.00435,10.1021/acs.jced.8b00334
6,216c2a2d5bdf462fbc5dc63b1f0ce08c,298.15,101.0,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.000894,1.05e-05,10.1021/acs.jced.8b00349
7,ca9de4b80e654873a42a3ba466d8dba7,303.15,101.0,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.000801,1.05e-05,10.1021/acs.jced.8b00349
58,d7a4758a947441c5bb2aebb14bd97fe6,298.15,101.0,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.000894,1.05e-05,10.1021/acs.jced.8b00349
66,3989a97a18414219a4fcec4855d9abc7,303.15,101.0,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.000801,1.05e-05,10.1021/acs.jced.8b00349
126,560049e22b2541daaae1f57d7f5e69ab,298.15,101.0,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.000894,1.05e-05,10.1021/acs.jced.8b00349
132,a8c9773804e64387901b00c0ffd8bf65,303.15,101.0,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.000801,1.05e-05,10.1021/acs.jced.8b00349
198,187e42a26a6748978d8ba010f148a822,298.15,101.0,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.000894,1.05e-05,10.1021/acs.jced.8b00349
206,552b153996d4435e9c16be15ad80b66d,303.15,101.0,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.000801,1.05e-05,10.1021/acs.jced.8b00349
16,29a1c32fbde04862870b4c012b151b15,303.15,101.325,Liquid,1,OCCCO,Solvent,1.0,,,,,,,,,,0.032921,0.0049385,10.1021/acs.jced.8b00403
38,c04bf1ce32b94398b7abf26ff383df5e,303.15,101.325,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.0008467,0.00012705,10.1021/acs.jced.8b00403
207,a92f932c2c104920b6f8ed75c751e158,303.15,101.325,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.0008467,0.00012705,10.1021/acs.jced.8b00403
217,bab885f7876f4602800c2da10a279517,303.15,101.325,Liquid,1,OCCCO,Solvent,1.0,,,,,,,,,,0.032921,0.0049385,10.1021/acs.jced.8b00403
1,1f70e6f3b62c469cbdbc6b98425172f1,298.15,101.325,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,0.002534,3.6e-05,10.1021/acs.jced.8b00499
11,66cc855f1c8c496085132169ec708e65,298.15,101.3,Liquid,1,COC(=O)OC,Solvent,1.0,,,,,,,,,,0.000587,6.5e-06,10.1021/acs.jced.8b00591
12,ef94be5b7d4c4297b7369008fd41829b,303.15,101.3,Liquid,1,COC(=O)OC,Solvent,1.0,,,,,,,,,,0.000552,6e-06,10.1021/acs.jced.8b00591
29,45bd33fa2eef48afac7afa93b9ae4f79,298.15,101.3,Liquid,1,CCOC(=O)OCC,Solvent,1.0,,,,,,,,,,0.000757,8.5e-06,10.1021/acs.jced.8b00591
30,fd08488bfcbe4c899a5cc4fd39b99ac1,303.15,101.3,Liquid,1,CCOC(=O)OCC,Solvent,1.0,,,,,,,,,,0.000708,7.5e-06,10.1021/acs.jced.8b00591
47,f196af871f6b4b9987fafc891c2fb64e,298.15,101.3,Liquid,1,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.03352,0.00037,10.1021/acs.jced.8b00591
48,3fac720b04b4441d930091db602fafe9,303.15,101.3,Liquid,1,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.02835,0.00031,10.1021/acs.jced.8b00591
65,62ed776ade5045b3971fd4015c79d765,298.15,101.3,Liquid,1,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.04893,0.000545,10.1021/acs.jced.8b00591
66,05297590cc19483c90c7f6368ff6d891,303.15,101.3,Liquid,1,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.03984,0.00044,10.1021/acs.jced.8b00591
193,66e4c4fcc5c8492383829a17d6aa8950,298.15,101.3,Liquid,1,COC(=O)OC,Solvent,1.0,,,,,,,,,,0.000587,6.5e-06,10.1021/acs.jced.8b00591
203,4435dc7a00c34ae5bc8290c6e1539798,298.15,101.3,Liquid,1,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.03352,0.00037,10.1021/acs.jced.8b00591
204,1fb10f673e7b4d1fa07399bf77905757,303.15,101.3,Liquid,1,COC(=O)OC,Solvent,1.0,,,,,,,,,,0.000552,6e-06,10.1021/acs.jced.8b00591
214,06d777f4eac740679e9577495eb95098,303.15,101.3,Liquid,1,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.02835,0.00031,10.1021/acs.jced.8b00591
391,784b72e562f04bcbb10aeea3da53b694,298.15,101.3,Liquid,1,CCOC(=O)OCC,Solvent,1.0,,,,,,,,,,0.000757,8.5e-06,10.1021/acs.jced.8b00591
401,c3055b83cfd64bb3ab8d58a08cb21fcc,298.15,101.3,Liquid,1,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Solvent,1.0,,,,,,,,,,0.03352,0.00037,10.1021/acs.jced.8b00591
402,4a8b5431ff61449c9cf1787e0d8f1ebe,303.15,101.3,Liquid,1,CCOC(=O)OCC,Solvent,1.0,,,,,,,,,,0.000708,7.5e-06,10.1021/acs.jced.8b00591
